Medtr4g132620.1	GO:0004252,GO:0006508
Medtr4g132670.1	GO:0005622,GO:0008270
Medtr4g132700.1	GO:0003872,GO:0005524,GO:0005945,GO:0006002,GO:0006096,GO:0047334
Medtr4g132760.1	GO:0005515,GO:0008270
Medtr4g132770.1	GO:0016491,GO:0016706,GO:0055114
Medtr4g132780.1	GO:0005515
Medtr4g132810.1	GO:0004725,GO:0016311,GO:0016791
Medtr4g132840.1	GO:0005509,GO:0005515
Medtr4g132850.1	GO:0000166,GO:0008152,GO:0016491
Medtr4g132860.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr4g132870.1	GO:0003777,GO:0005524,GO:0005875,GO:0007018
Medtr4g132960.1	GO:0005488,GO:0005515
Medtr4g132967.1	GO:0005488,GO:0005515
Medtr4g132980.1	GO:0005488,GO:0005515
Medtr4g132980.2	GO:0005488,GO:0005515
Medtr4g133030.1	GO:0005488,GO:0005515
Medtr4g133040.1	GO:0005488,GO:0005515
Medtr4g133060.1	GO:0005094,GO:0005737
Medtr4g133060.2	GO:0005094,GO:0005737
Medtr4g133060.3	GO:0005094,GO:0005737
Medtr4g133090.1	GO:0006351
Medtr4g133090.2	GO:0006351
Medtr4g133090.3	GO:0006351
Medtr4g133090.4	GO:0006351
Medtr4g133120.1	GO:0004842,GO:0005515,GO:0005622,GO:0006464
Medtr4g133170.1	GO:0005515
Medtr4g133300.1	GO:0005634,GO:0006355
Medtr4g133470.1	GO:0005634,GO:0006355
Medtr4g133540.1	GO:0004869
Medtr4g133600.1	GO:0005488
Medtr4g133600.2	GO:0005488
Medtr4g133610.1	GO:0005515
Medtr4g133740.1	GO:0005515
Medtr4g133750.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr4g133760.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr4g133800.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr4g133870.1	GO:0005267,GO:0005509,GO:0016020,GO:0071805
Medtr4g133900.1	GO:0030001,GO:0046872
Medtr4g133900.2	GO:0030001,GO:0046872
Medtr4g133920.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr4g133928.1	GO:0006633
Medtr4g133928.2	GO:0006633
Medtr4g133938.1	GO:0003677,GO:0005634,GO:0006355,GO:0043565,GO:0046982
Medtr4g133945.1	GO:0016787
Medtr4g133945.2	GO:0016787
Medtr4g133945.3	GO:0016787
Medtr4g133952.1	GO:0003677,GO:0005634,GO:0006355,GO:0043565,GO:0046982
Medtr4g133968.1	GO:0055085
Medtr4g133968.2	GO:0055085
Medtr4g134080.1	GO:0005488
Medtr4g134080.2	GO:0005488
Medtr4g134080.3	GO:0005488
Medtr4g134090.1	GO:0003824,GO:0008152,GO:0016747
Medtr4g134090.2	GO:0003824,GO:0008152,GO:0016747
Medtr4g134090.3	GO:0003824,GO:0008152,GO:0016747
Medtr4g134170.1	GO:0003676,GO:0004386,GO:0005524,GO:0008026
Medtr4g134190.1	GO:0005515
Medtr4g134250.1	GO:0005509
Medtr4g134280.1	GO:0003824,GO:0004553,GO:0005975
Medtr4g134290.1	GO:0003872,GO:0005524,GO:0005945,GO:0006002,GO:0006096
Medtr4g134320.1	GO:0004252,GO:0006508
Medtr4g134360.1	GO:0005515
Medtr4g134360.2	GO:0005515
Medtr4g134360.3	GO:0005515
Medtr4g134360.4	GO:0005515
Medtr4g134370.1	GO:0003824,GO:0005515,GO:0005737,GO:0009072
Medtr4g134370.2	GO:0003824,GO:0005515,GO:0005737,GO:0009072
Medtr4g134370.3	GO:0003824,GO:0005515,GO:0005737,GO:0009072
Medtr4g134380.1	GO:0003824,GO:0005515,GO:0005737,GO:0009072
Medtr4g134380.2	GO:0003824,GO:0005515,GO:0005737,GO:0009072
Medtr4g134390.1	GO:0005515
Medtr4g134460.1	GO:0003677,GO:0006355
Medtr4g134490.1	GO:0000166,GO:0003978,GO:0006012
Medtr4g134490.2	GO:0000166,GO:0003978,GO:0006012
Medtr4g134500.1	GO:0005525
Medtr4g134510.1	GO:0005515,GO:0008270
Medtr4g134530.1	GO:0000166,GO:0003677,GO:0003887,GO:0005524,GO:0006260,GO:0009360,GO:0017111
Medtr4g134540.1	GO:0003824,GO:0008299
Medtr4g134560.1	GO:0005515
Medtr4g134580.1	GO:0003677
Medtr4g134620.1	GO:0005488
Medtr4g134620.2	GO:0005488
Medtr4g134660.1	GO:0000166,GO:0008152,GO:0016491
Medtr4g134660.2	GO:0000166,GO:0008152,GO:0016491
Medtr4g134680.1	GO:0003924,GO:0005515,GO:0005525,GO:0005543
Medtr4g134680.2	GO:0003924,GO:0005515,GO:0005525,GO:0005543
Medtr4g134680.3	GO:0003924,GO:0005515,GO:0005525,GO:0005543
Medtr4g134680.4	GO:0005515,GO:0005543
Medtr4g134730.1	GO:0005216,GO:0005247,GO:0005515,GO:0006821,GO:0016020,GO:0055085
Medtr4g134760.1	GO:0003824,GO:0004348,GO:0006680,GO:0016020
Medtr4g134760.2	GO:0003824,GO:0004348,GO:0006680,GO:0016020
Medtr4g134760.3	GO:0003824,GO:0004348,GO:0006680,GO:0016020
Medtr4g134770.1	GO:0003746,GO:0005515,GO:0005853,GO:0006414
Medtr4g134770.2	GO:0003746,GO:0005515,GO:0005853,GO:0006414
Medtr4g134790.1	GO:0003676,GO:0004386,GO:0005524
Medtr4g134790.2	GO:0003676,GO:0004386,GO:0005524
Medtr4g134870.1	GO:0003677,GO:0003700,GO:0006355
Medtr4g134880.1	GO:0000156,GO:0000160,GO:0006355
Medtr4g415070.1	GO:0005515,GO:0007165
Medtr4g415080.1	GO:0006952
Medtr4g415290.1	GO:0008152,GO:0016746
Medtr4g415300.1	GO:0005215,GO:0006810,GO:0016020
Medtr4g415300.2	GO:0005215,GO:0006810,GO:0016020
Medtr4g417260.1	GO:0005515
Medtr4g428370.1	GO:0006869,GO:0008289
Medtr4g451265.1	GO:0015986,GO:0045261,GO:0046933,GO:0046961
Medtr4g451275.1	GO:0000166,GO:0005524,GO:0015986,GO:0015991,GO:0016820,GO:0017111,GO:0033178,GO:0045261,GO:0046933
Medtr4g459350.1	GO:0003676,GO:0005524,GO:0008026
Medtr4g459430.1	GO:0003725
Medtr4g461070.1	GO:0004001,GO:0006166,GO:0016773
Medtr4g461080.1	GO:0003677,GO:0006355,GO:0008270
Medtr4g471590.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0008270,GO:0043565,GO:0045893
Medtr4g471590.2	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0008270,GO:0043565,GO:0045893
Medtr4g471620.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr4g478180.1	GO:0003677,GO:0003682
Medtr4g485520.1	GO:0000151,GO:0004842,GO:0005488,GO:0005515,GO:0016567
Medtr4g485520.2	GO:0000151,GO:0004842,GO:0005488,GO:0005515,GO:0016567
Medtr4g485530.1	GO:0003677,GO:0003682
Medtr4g485590.1	GO:0008152,GO:0016758
Medtr4g485610.1	GO:0003676,GO:0004386,GO:0005524
Medtr4g485630.1	GO:0008152,GO:0016758
Medtr4g485640.1	GO:0005515,GO:0008152,GO:0016758
Medtr5g004640.1	GO:0004407,GO:0016575
Medtr5g004640.2	GO:0004407,GO:0016575
Medtr5g004660.1	GO:0005515
Medtr5g004660.2	GO:0005515
Medtr5g004660.3	GO:0005515
Medtr5g004660.4	GO:0005515
Medtr5g004680.1	GO:0003824,GO:0046872
Medtr5g004720.1	GO:0003676,GO:0004386,GO:0005524
Medtr5g004800.1	GO:0005515
Medtr5g004870.1	GO:0005515
Medtr5g004910.1	GO:0001522,GO:0003723,GO:0009451,GO:0009982
Medtr5g004910.2	GO:0001522,GO:0003723,GO:0009451,GO:0009982
Medtr5g004940.1	GO:0008152,GO:0016758
Medtr5g004960.1	GO:0000287,GO:0003684,GO:0003887,GO:0006281,GO:0016779
Medtr5g004960.2	GO:0000287,GO:0003684,GO:0003887,GO:0006281,GO:0016779
Medtr5g004960.3	GO:0000287,GO:0003684,GO:0003887,GO:0006281,GO:0016779
Medtr5g005030.1	GO:0003684,GO:0003887,GO:0006281
Medtr5g005050.1	GO:0005737,GO:0006364,GO:0008173
Medtr5g005050.2	GO:0005737,GO:0006364,GO:0008173
Medtr5g005100.1	GO:0005509
Medtr5g005110.1	GO:0046983
Medtr5g005110.2	GO:0046983
Medtr5g005120.1	GO:0005515
Medtr5g005150.1	GO:0008270
Medtr5g005150.2	GO:0008270
Medtr5g005150.3	GO:0008270
Medtr5g005150.4	GO:0008270
Medtr5g005160.1	GO:0003333,GO:0015171,GO:0016020
Medtr5g005200.1	GO:0005515
Medtr5g005370.1	GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
Medtr5g005370.2	GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
Medtr5g005370.3	GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
Medtr5g005370.4	GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
Medtr5g005370.5	GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
Medtr5g005380.1	GO:0005488,GO:0005515,GO:0008144,GO:0016772,GO:0016773
Medtr5g005450.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g005470.1	GO:0003677,GO:0003899,GO:0005634,GO:0006351
Medtr5g005480.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g005520.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g005520.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g005530.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g005540.1	GO:0003824,GO:0016614,GO:0050660,GO:0055114
Medtr5g005550.1	GO:0005515,GO:0006952,GO:0007165
Medtr5g005550.2	GO:0005515,GO:0006952,GO:0007165
Medtr5g005570.1	GO:0016491,GO:0016706,GO:0055114
Medtr5g005590.1	GO:0030246
Medtr5g005600.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g005670.1	GO:0004834,GO:0006568
Medtr5g005730.1	GO:0003824,GO:0016020
Medtr5g005810.1	GO:0003824,GO:0005515
Medtr5g005810.2	GO:0003824,GO:0005515
Medtr5g005810.3	GO:0003824,GO:0005515
Medtr5g005810.4	GO:0003824,GO:0005515
Medtr5g005810.5	GO:0003824,GO:0005515
Medtr5g005840.1	GO:0003676,GO:0004386,GO:0005524
Medtr5g005940.1	GO:0005488,GO:0005515
Medtr5g005940.2	GO:0005488,GO:0005515
Medtr5g005990.1	GO:0005216,GO:0005247,GO:0005515,GO:0006821,GO:0016020,GO:0055085
Medtr5g005990.2	GO:0005216,GO:0005247,GO:0005515,GO:0006821,GO:0016020,GO:0055085
Medtr5g005990.3	GO:0005216,GO:0005247,GO:0005515,GO:0006821,GO:0016020,GO:0055085
Medtr5g005990.4	GO:0005216,GO:0005247,GO:0005515,GO:0006821,GO:0016020,GO:0055085
Medtr5g005990.5	GO:0005216,GO:0005247,GO:0005515,GO:0006821,GO:0016020,GO:0055085
Medtr5g006030.1	GO:0005515,GO:0008270
Medtr5g006040.1	GO:0005507,GO:0009055
Medtr5g006070.1	GO:0005215,GO:0006810,GO:0016020,GO:0022891,GO:0055085
Medtr5g006070.2	GO:0005215,GO:0006810,GO:0016020,GO:0022891,GO:0055085
Medtr5g006130.1	GO:0009522,GO:0009538,GO:0015979
Medtr5g006140.1	GO:0003824
Medtr5g006140.2	GO:0003824
Medtr5g006160.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g006230.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr5g006230.2	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr5g006240.1	GO:0005515,GO:0008270
Medtr5g006290.1	GO:0016787
Medtr5g006290.2	GO:0016787
Medtr5g006300.1	GO:0016787
Medtr5g006320.1	GO:0009055,GO:0022900,GO:0051536,GO:0051537
Medtr5g006340.1	GO:0004124,GO:0006535
Medtr5g006340.2	GO:0004124,GO:0006535
Medtr5g006340.3	GO:0004124,GO:0006535
Medtr5g006340.4	GO:0004124,GO:0006535
Medtr5g006420.1	GO:0005515
Medtr5g006440.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g006450.1	GO:0008080
Medtr5g006460.1	GO:0008080
Medtr5g006470.1	GO:0008080
Medtr5g006510.1	GO:0008080
Medtr5g006520.1	GO:0008080
Medtr5g006560.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g006560.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g006560.3	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g006570.1	GO:0005515
Medtr5g006660.1	GO:0003676,GO:0004386,GO:0005524
Medtr5g006660.2	GO:0003676,GO:0004386,GO:0005524
Medtr5g006670.1	GO:0003824
Medtr5g006710.1	GO:0003824
Medtr5g006720.1	GO:0003824
Medtr5g006730.1	GO:0003824
Medtr5g006740.1	GO:0003824
Medtr5g006740.2	GO:0003824
Medtr5g006750.1	GO:0003824
Medtr5g006780.1	GO:0003824
Medtr5g006800.1	GO:0003824
Medtr5g006820.1	GO:0046856
Medtr5g006840.1	GO:0004298
Medtr5g006900.1	GO:0006869
Medtr5g006940.1	GO:0006869,GO:0008289
Medtr5g006950.1	GO:0006869,GO:0008289
Medtr5g007040.1	GO:0003676,GO:0003677,GO:0005634,GO:0006352,GO:0008270,GO:0016570
Medtr5g007240.1	GO:0003735,GO:0005840,GO:0006412,GO:0015934
Medtr5g007250.1	GO:0005515
Medtr5g007260.1	GO:0016765
Medtr5g007260.2	GO:0016765
Medtr5g007300.1	GO:0003677,GO:0003682
Medtr5g007330.1	GO:0016765
Medtr5g007370.1	GO:0003677,GO:0003682
Medtr5g007380.1	GO:0003824,GO:0046872
Medtr5g007380.2	GO:0003824,GO:0046872
Medtr5g007400.1	GO:0008080
Medtr5g007410.1	GO:0005515
Medtr5g007450.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g007460.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g007480.1	GO:0005622,GO:0006886
Medtr5g007550.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g007590.1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772
Medtr5g007600.1	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Medtr5g007610.1	GO:0005515
Medtr5g007670.1	GO:0005515,GO:0008270
Medtr5g007710.1	GO:0005515,GO:0008270
Medtr5g007710.2	GO:0005515,GO:0008270
Medtr5g007713.1	GO:0003824,GO:0008152,GO:0009058,GO:0016746,GO:0016747
Medtr5g007717.1	GO:0003824,GO:0008152,GO:0009058,GO:0016746,GO:0016747
Medtr5g007723.1	GO:0003824,GO:0008152,GO:0009058,GO:0016747
Medtr5g007730.1	GO:0003824,GO:0008152,GO:0009058,GO:0016746,GO:0016747
Medtr5g007740.1	GO:0003824,GO:0008152,GO:0009058,GO:0016746
Medtr5g007760.1	GO:0003824,GO:0008152,GO:0009058,GO:0016746,GO:0016747
Medtr5g007770.1	GO:0003824,GO:0008152
Medtr5g007790.1	GO:0005488,GO:0005643,GO:0006886,GO:0008565
Medtr5g007810.1	GO:0005525,GO:0005622,GO:0006886
Medtr5g007820.1	GO:0005525,GO:0005622,GO:0006886
Medtr5g007840.1	GO:0005525,GO:0005622,GO:0006886
Medtr5g007850.1	GO:0006508,GO:0008236,GO:0016020
Medtr5g007870.1	GO:0003824,GO:0015969
Medtr5g007880.1	GO:0000172,GO:0003723,GO:0004540,GO:0005655,GO:0006364,GO:0006379,GO:0008033,GO:0030677
Medtr5g007880.2	GO:0000172,GO:0003723,GO:0004540,GO:0006364,GO:0006379,GO:0008033,GO:0030677
Medtr5g007910.1	GO:0003677,GO:0006355
Medtr5g007940.1	GO:0005515
Medtr5g007970.1	GO:0005737,GO:0017183
Medtr5g008010.1	GO:0005515
Medtr5g008040.1	GO:0003824
Medtr5g008050.1	GO:0005515
Medtr5g008050.2	GO:0005515
Medtr5g008070.1	GO:0004190,GO:0006508
Medtr5g008110.1	GO:0004190,GO:0006508
Medtr5g008260.1	GO:0005515
Medtr5g008280.1	GO:0008270
Medtr5g008300.1	GO:0005515
Medtr5g008310.1	GO:0008270
Medtr5g008320.1	GO:0008270
Medtr5g008390.1	GO:0008270
Medtr5g008420.1	GO:0003723
Medtr5g008440.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g008450.1	GO:0004091
Medtr5g008460.1	GO:0005506,GO:0009055,GO:0020037
Medtr5g008470.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g008530.1	GO:0005515
Medtr5g008540.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g008550.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g008590.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g008600.1	GO:0005515
Medtr5g008680.1	GO:0006457
Medtr5g008690.1	GO:0005515
Medtr5g008695.1	GO:0005509
Medtr5g008705.1	GO:0005509
Medtr5g008750.1	GO:0016491,GO:0051537,GO:0055114
Medtr5g008790.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g008810.1	GO:0016866
Medtr5g008810.2	GO:0016866
Medtr5g008810.3	GO:0016866
Medtr5g008840.1	GO:0005515
Medtr5g008850.1	GO:0000166
Medtr5g008860.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g008890.1	GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0005737,GO:0006396
Medtr5g008900.1	GO:0000166,GO:0003676,GO:0008270
Medtr5g008920.1	GO:0005515
Medtr5g008950.1	GO:0005515
Medtr5g009000.1	GO:0004396,GO:0005524,GO:0005975,GO:0006096,GO:0016773
Medtr5g009010.1	GO:0003723
Medtr5g009020.1	GO:0016881
Medtr5g009060.1	GO:0005515
Medtr5g009070.1	GO:0000166,GO:0005515,GO:0005524,GO:0015995,GO:0016851,GO:0017111
Medtr5g009070.2	GO:0000166,GO:0005515,GO:0005524,GO:0015995,GO:0016851,GO:0017111
Medtr5g009110.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g009110.2	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g009110.3	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g009110.4	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g009120.1	GO:0005515,GO:0016772
Medtr5g009150.1	GO:0003924,GO:0005525
Medtr5g009160.1	GO:0000166,GO:0003978,GO:0006012
Medtr5g009160.2	GO:0000166,GO:0003978,GO:0006012
Medtr5g009160.3	GO:0000166,GO:0003978,GO:0006012
Medtr5g009170.1	GO:0000166,GO:0003978,GO:0006012
Medtr5g009190.1	GO:0005515,GO:0008270
Medtr5g009200.1	GO:0005515,GO:0008270
Medtr5g009210.1	GO:0005515,GO:0008270
Medtr5g009240.1	GO:0004842,GO:0005515,GO:0008270
Medtr5g009240.2	GO:0004842,GO:0005515,GO:0008270
Medtr5g009310.1	GO:0005515,GO:0005543
Medtr5g009310.2	GO:0005515,GO:0005543
Medtr5g009370.1	GO:0003824,GO:0004722,GO:0006470
Medtr5g009410.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g009460.1	GO:0003682
Medtr5g009500.1	GO:0055085
Medtr5g009520.1	GO:0005515,GO:0005622,GO:0006396
Medtr5g009530.1	GO:0005515,GO:0016772
Medtr5g009530.2	GO:0005515,GO:0016772
Medtr5g009530.3	GO:0005515,GO:0016772
Medtr5g009530.4	GO:0005515,GO:0016772
Medtr5g009530.5	GO:0005515,GO:0016772
Medtr5g009530.6	GO:0005515,GO:0016772
Medtr5g009570.1	GO:0016772
Medtr5g009580.1	GO:0005216,GO:0005247,GO:0006821,GO:0016020,GO:0055085
Medtr5g009600.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g009620.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g009640.1	GO:0003824,GO:0008152
Medtr5g009660.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g009670.1	GO:0003824,GO:0005975,GO:0030246
Medtr5g009670.2	GO:0003824,GO:0005975,GO:0030246
Medtr5g009810.1	GO:0016020
Medtr5g009830.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr5g009830.2	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr5g009830.3	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr5g009840.1	GO:0000166,GO:0005524,GO:0017111
Medtr5g009920.1	GO:0008270
Medtr5g009930.1	GO:0005515
Medtr5g009930.2	GO:0005515
Medtr5g009970.1	GO:0003824,GO:0004553,GO:0005975
Medtr5g009970.2	GO:0003824,GO:0004553,GO:0005975
Medtr5g009970.3	GO:0003824,GO:0004553,GO:0005975
Medtr5g009970.4	GO:0003824,GO:0004553,GO:0005975
Medtr5g009970.5	GO:0003824,GO:0004553,GO:0005975
Medtr5g009990.1	GO:0003677,GO:0003824,GO:0005524,GO:0005694,GO:0006259
Medtr5g010000.1	GO:0003824,GO:0004553,GO:0005975
Medtr5g010010.1	GO:0008685,GO:0016114
Medtr5g010020.1	GO:0003677,GO:0003682
Medtr5g010030.1	GO:0004672,GO:0004674,GO:0004707,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g010090.1	GO:0003824,GO:0008152
Medtr5g010100.1	GO:0005515,GO:0008270
Medtr5g010120.1	GO:0005515
Medtr5g010140.1	GO:0006396,GO:0019901
Medtr5g010140.2	GO:0006396,GO:0019901
Medtr5g010140.3	GO:0006396,GO:0019901
Medtr5g010140.4	GO:0006396,GO:0019901
Medtr5g010140.5	GO:0006396,GO:0019901
Medtr5g010140.6	GO:0006396,GO:0019901
Medtr5g010150.1	GO:0005215,GO:0006810,GO:0016020
Medtr5g010150.2	GO:0005215,GO:0006810,GO:0016020
Medtr5g010190.1	GO:0003677,GO:0005634,GO:0006351,GO:0008270
Medtr5g010190.2	GO:0003677,GO:0005634,GO:0006351,GO:0008270
Medtr5g010250.1	GO:0004357,GO:0006750
Medtr5g010300.1	GO:0003677,GO:0005515,GO:0005622,GO:0008270
Medtr5g010300.2	GO:0003677,GO:0005515,GO:0005622,GO:0008270
Medtr5g010300.3	GO:0003677,GO:0005515,GO:0005622,GO:0008270
Medtr5g010300.4	GO:0003677,GO:0005515,GO:0005622,GO:0008270
Medtr5g010340.1	GO:0004602,GO:0006979,GO:0055114
Medtr5g010390.1	GO:0005515
Medtr5g010420.1	GO:0005507,GO:0006812,GO:0006825,GO:0016021,GO:0019829,GO:0030001,GO:0046872
Medtr5g010430.1	GO:0003779,GO:0005622
Medtr5g010440.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g010440.2	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g010440.3	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr5g010440.4	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr5g010440.5	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr5g010470.1	GO:0003677,GO:0003682
Medtr5g010550.1	GO:0005515
Medtr5g010550.2	GO:0005515
Medtr5g010550.3	GO:0005515
Medtr5g010550.4	GO:0005515
Medtr5g010550.5	GO:0005515
Medtr5g010560.1	GO:0005515
Medtr5g010610.1	GO:0005515
Medtr5g010620.1	GO:0005673,GO:0006367
Medtr5g010620.2	GO:0005673,GO:0006367
Medtr5g010620.3	GO:0005673,GO:0006367
Medtr5g010650.1	GO:0003677,GO:0003682
Medtr5g010660.1	GO:0005515
Medtr5g010680.1	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g010680.2	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g010680.3	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g010680.4	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g010700.1	GO:0000166,GO:0017111
Medtr5g010720.1	GO:0005515,GO:0008270
Medtr5g010730.1	GO:0004672,GO:0004674,GO:0004713,GO:0004871,GO:0005524,GO:0006468,GO:0007165,GO:0016772
Medtr5g010730.2	GO:0004672,GO:0004674,GO:0004713,GO:0004871,GO:0005524,GO:0006468,GO:0007165,GO:0016772
Medtr5g010750.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g010750.2	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g010800.1	GO:0005515
Medtr5g010830.1	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
Medtr5g010910.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g010930.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g010940.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g010950.1	GO:0046907
Medtr5g010950.2	GO:0046907
Medtr5g011000.1	GO:0003677,GO:0003899,GO:0005507,GO:0006351,GO:0009308,GO:0048038
Medtr5g011010.1	GO:0006066,GO:0008812,GO:0016614,GO:0050660,GO:0055114
Medtr5g011020.1	GO:0006066,GO:0008812,GO:0016614,GO:0050660,GO:0055114
Medtr5g011040.1	GO:0003824,GO:0004421,GO:0008152,GO:0008299
Medtr5g011040.2	GO:0003824,GO:0004421,GO:0008152,GO:0008299
Medtr5g011050.1	GO:0003824,GO:0004630,GO:0005509,GO:0005515,GO:0008152,GO:0016020,GO:0046470
Medtr5g011060.1	GO:0003824,GO:0004630,GO:0005509,GO:0005515,GO:0008152,GO:0016020,GO:0046470
Medtr5g011070.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g011190.1	GO:0004252,GO:0006508
Medtr5g011200.1	GO:0005515
Medtr5g011210.1	GO:0005576,GO:0009664
Medtr5g011250.1	GO:0016491,GO:0016706,GO:0055114
Medtr5g011260.1	GO:0004252,GO:0006508
Medtr5g011270.1	GO:0004252,GO:0006508
Medtr5g011280.1	GO:0004252,GO:0006508
Medtr5g011300.1	GO:0004252,GO:0006508
Medtr5g011310.1	GO:0004252,GO:0006508
Medtr5g011320.1	GO:0004252,GO:0006508
Medtr5g011340.1	GO:0004252,GO:0006508
Medtr5g011370.1	GO:0004252,GO:0006508
Medtr5g011400.1	GO:0003824,GO:0016847,GO:0030170,GO:0042218
Medtr5g011410.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g011500.1	GO:0003777,GO:0005488,GO:0005515,GO:0005524,GO:0005875,GO:0007018
Medtr5g011540.1	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
Medtr5g011780.1	GO:0003904,GO:0003913,GO:0006281
Medtr5g011780.2	GO:0003904,GO:0003913,GO:0006281
Medtr5g011780.3	GO:0003904,GO:0003913,GO:0006281
Medtr5g011780.4	GO:0003904,GO:0003913,GO:0006281
Medtr5g011790.1	GO:0006904,GO:0016192
Medtr5g011790.2	GO:0006904,GO:0016192
Medtr5g011790.3	GO:0006904,GO:0016192
